Problem Set ID,Problem_text,Related_Concept
LR_DO_ch10_P13,"a) Assuming that you have done the two source commands above Problem 10.12 (and the library(MASS) command), type the command ddcomp(buxx). This will make 4 DD plots based on the DGK, FCH, FMCD, and median ball estimators. The DGK and median ball estimators are the two attractors used by the FCH estimator. With the leftmost mouse button, move the cursor to each outlier and click. This data is the Buxton (1920) data and cases with numbers 61, 62, 63, 64, and 65 were the outliers with head lengths near 5 feet. After identifying the outliers in each plot, hold the rightmost mouse button down and click on Stop to advance to the next plot. When done, hold down the Ctrl and c keys to make a copy of the plot. Then paste the plot in Word.
b) Repeat a) but use the command ddcomp(cbrainx). This data is the Gladstone (1905) data and some infants are multivariate outliers.
c) Repeat a) but use the command ddcomp(museum[,-1]). This data is the Schaaffhausen (1878) skull measurements and cases 48鈥?0 were apes while the first 47 cases were humans.

","Computational Statistics, Diagnostic"
LR_DO_ch11_P1,"Suppose Yi = xTi 尾 + 蔚i where the errors are independent N(0,蟽2). Then the likelihood function is
魪苯 鈭? 魪本 L(尾, 蟽2) = (2蟺蟽2)鈭抧/2 exp 2蟽2 鈭 鈭?X尾鈭?
.
 a) Since the least squares estimator 尾藛 minimizes 鈭 鈭?X尾鈭?, show that 尾藛 is the MLE of 尾.
b) Then find the MLE 蟽藛2 of 蟽2.","Estimation, Probability distribution,Multiple Linear Regression"
LR_DO_ch11_P2,"Suppose Yi = xTi 尾 + ei where the errors are iid double exponential
(0, 蟽) where 蟽 > 0. Then the likelihood function is 魪被魪备n 魪奔
L ( 尾 , 蟽 ) = 1 1 e x p 鈭?1 | Y i 鈭?x Ti 尾 | . 2n 蟽n 蟽 i=1
   Suppose that 尾 虄 is a minimizer of 魪北ni=1 |Yi 鈭?xTi 尾|.
a) By direct maximization, show that 尾 虄 is an MLE of 尾 regardless of the
value of 蟽.
b) Find an MLE of 蟽 by maximizing
魪被魪备n 魪奔 L ( 蟽 ) 鈮?L ( 尾 虄 , 蟽 ) = 1 1 e x p 鈭?1 | Y i 鈭?x Ti 尾 虄 | .","Estimation, Probability distribution,Multiple Linear Regression"
LR_DO_ch11_P3,"Suppose Yi = xTi 尾 + 蔚i where the errors are independent N(0,蟽2/wi) where wi > 0 are known constants. Then the likelihood func- tion is a) Suppose that 尾藛W minimizes 魪北ni=1 wi(yi 鈭抶Ti 尾)2. Show that 尾藛W is the
MLE of 尾.
b) Then find the MLE 蟽藛2 of 蟽2.","Estimation, Probability distribution,Multiple Linear Regression"
LR_DO_ch11_P4,"Suppose Y 鈭?Nn(X尾, 蟽2V ) for known positive definite n 脳 n ma- trix V . Then the likelihood function is
魪苯1魪本n 1 1 魪苯鈭? 魪本 L(尾,蟽2)= 鈭?蟺 |V|1/2 蟽n exp 2蟽2(y鈭扻尾)TV鈭?(y鈭扻尾) .
a) Suppose that 尾藛G minimizes (y 鈭?X尾)T V 鈭?(y 鈭?X尾). Show that 尾藛G is the MLE of 尾.
b) Find the MLE 蟽藛2 of 蟽2.","Estimation, Probability distribution,Multiple Linear Regression"
LR_DO_ch11_P5,"Find the vector a such that aT Y is an unbiased estimator for E(Yi)
     if the usual linear model holds.","Estimation, Probability distribution,Linear Algebra"
LR_DO_ch11_P6,"Write the following quantities as bT Y or Y T AY or AY .
a)Y, b)魪北(Yi鈭扽藛i)2, c)魪北(Y藛i)2, d)尾藛, e)Y藛 ii
 ","Estimation, Probability distribution,Linear Algebra"
LR_DO_ch11_P7,"Show that I 鈭?H = I 鈭?X(XT X)鈭?XT is idempotent, that is, showthat(I鈭扝)(I鈭扝)=(I鈭扝)2 =I鈭扝.",Linear Algebra
LR_DO_ch11_P8,"LetY 鈭糔(渭,蟽2)sothatE(Y)=渭andVar(Y)=蟽2 =E(Y2)鈭?[E(Y )]2. If k 鈮?2 is an integer, then
E(Y k) = (k 鈭?1)蟽2E(Y k鈭?) + 渭E(Y k鈭?).
Let Z = (Y 鈭捨?/蟽 鈭?N(0,1). Hence 渭k = E(Y 鈭捨?k = 蟽kE(Zk). Use this fact and the above recursion relationship E(Zk) = (k 鈭?1)E(Zk鈭?) to find a) 渭3 and b) 渭4.

","Estimation, Probability distribution,Linear Algebra"
LR_DO_ch11_P9,"Let A and B be matrices with the same number of rows. If C is another matrix such that A = BC, is it true that rank(A) = rank(B)? Prove or give a counterexample.",Linear Algebra
LR_DO_ch11_P10,"Let x be an n脳1 vector and let B be an n脳n matrix. Show that xTBx = xTBTx.
(The point of this problem is that if B is not a symmetric n 脳 n matrix, T T B+BT
thenx Bx=x AxwhereA= 2 isasymmetricn脳nmatrix.)",Linear Algebra
LR_DO_ch11_P11,"Consider the model Yi = 尾1 +尾2Xi,2 +路 路 路+尾pXi,p +ei = xTi 尾+ei.
 The least squares estimator 尾藛 minimizes 魪备n Q O L S ( 畏 ) =
( Y i 鈭?x Ti 畏 ) 2 and the weighted least squares estimator minimizes where the wi,Yi and xi are known quantities. Show that

","Linear Algebra, Estimation, Multiple Linear regression"
LR_DO_ch11_P12,"Suppose that X is an n脳p matrix but the rank of X < p < n. Then the normal equations XT X尾 = XT Y have infinitely many solutions. Let 尾藛 be a solution to the normal equations. So XTX尾藛 = XTY. Let G = (XT X)鈭?be a generalized inverse of (XT X). Assume that E(Y ) = X尾 and Cov(Y ) = 蟽2I. It can be shown that all solutions to the normal equations have the form bz given below.
a)Showthatbz=GXTY +(GXTX鈭扞)zisasolutiontothenormal equations where the p 脳 1 vector z is arbitrary.
b) Show that E(bz) 谈= 尾.
(Hence some authors suggest that bz should be called a solution to the normal equations but not an estimator of 尾.)
c) Show that Cov(bz) = 蟽2GXT XGT .
d) Although G is not unique, the pro jection matrix P = X GX T onto C(X) is unique. Use this fact to show that Y藛 = Xbz does not depend on G or z.
e) There are two ways to show that aT 尾 is an estimable function. Either show that there exists a vector c such that E(cT Y ) = aT 尾, or show that a 鈭?C(XT ). Suppose that a = XT w for some fixed vector w. Show that E(aT bz) = aT 尾.
(Hence aT 尾 is estimable by aT bz where bz is any solution of the normal equations.)
f) Suppose that a = XTw for some fixed vector w. Show that Var(aTbz) = 蟽2wTPw.","Linear Algebra, Estimation, Multiple Linear regression"
LR_DO_ch12_P1,"Consider the Hotelling Lawley test statistic. Let T(W)=n [vec(LB藛)]T[危藛鈭? 鈯?LWLT)鈭?][vec(LB藛)].
蔚 S h o w T ( W藛 ) = [ v e c ( L B藛 ) ] T [ 危藛 鈭?1 鈯?( L ( X T X ) 鈭?1 L T ) 鈭?1 ] [ v e c ( L B藛 ) ] .

",Linear Algebra
LR_DO_ch12_P2,"Consider the Hotelling Lawley test statistic. Let T =
[vec(LB藛 )]T [危藛 鈭? 鈯?(L(XT X)鈭?LT )鈭?][vec(LB藛 )]. 蔚 Let L = Lj = [0,...,0,1,0,...,0] have a 1 in the jth position. Let b藛Tj = LB藛
be the jth row of B藛 . Let dj = Lj(XT X)鈭?LTj = (XT X)鈭?, the jth diagonal jj
entry of (X T X )鈭? . Then T = 1 b藛T 危藛 鈭? b藛 . The Hotelling Lawley statistic j dj j 蔚 j
 U = tr([(n 鈭?p)危藛 蔚]鈭?B藛 T LT [L(XT X)鈭?LT ]鈭?LB藛 ]). HenceifL=L,thenU = 1 tr(危藛鈭?b藛b藛T).
j jdj(n鈭抪)蔚jj
Using tr(ABC) = tr(CAB) and tr(a) = a for scalar a, show that
 (n鈭抪)Uj =Tj.","Linear Algebra, Hypothesis Testing"
LR_DO_ch12_P3,"Consider the Hotelling Lawley test statistic. Using the Searle (1982,
p. 333) identity
tr(AGT DGC) = [vec(G)]T [CA 鈯?DT ][vec(G)],
show (n 鈭?p)U(L) = tr[危藛 鈭?B藛 TLT[L(XTX)鈭?LT]鈭?LB藛 ] 蔚
= [vec(LB藛 )]T [危藛 鈭? 鈯?(L(XT X)鈭?LT )鈭?][vec(LB藛 )] by identifying A, G, D, 蔚
and C.","Computational Statistics, Hypothesis Testing"
LR_DO_ch12_P4,"The above output is for the R Seatbelts data set where Y1 = drivers = number of drivers killed or seriously injured, Y2 = front = number of front seat passengers killed or seriously injured, and Y3 = back = num- ber of back seat passengers killed or seriously injured. The predictors were x2 = kms = distance driven, x3 = price = petrol price, x4 = van = number of van drivers killed, and x5 = law = 0 if the law was in effect that month and 1 otherwise. The data consists of 192 monthly totals in Great Britain from January 1969 to December 1984, and the compulsory wearing of seat belts law was introduced in February 1983.
a) Do the MANOVA F test. b) Do the F4 test.","Linear Algebra, Hypothesis Testing"
LR_DO_ch12_P5,"Sketch a DD plot of the residual vectors 藛蔚i for the multivariate linear regression model if the error vectors 蔚i are iid from a multivariate normal distribution.
  y<-USJudgeRatings[,c(9,10,12)]
  x<-USJudgeRatings[,-c(9,10,12)]
  mltreg(x,y,indices=c(2,5,6,7,8))
  $partial
       partialF      Pval
  [1,] 1.649415 0.1855314
  $MANOVA
        MANOVAF         pval
  [1,] 340.1018 1.121325e-14","Multiple Linear Regression, Hypothesis Testing"
LR_DO_ch12_P6,"The above output is for the R judge ratings data set consisting of lawyer ratings for n = 43 judges. Y1 = oral = sound oral rulings, Y2 = writ = sound written rulings, and Y3 = rten = worthy of retention. The predictors were x2 = cont = number of contacts of lawyer with judge, x3 = intg = judicial integrity, x4 = dmnr = demeanor, x5 = dilg = diligence, x6 = cfmg = case flow managing, x7 = deci = prompt decisions, x8 = prep = preparation for trial, x9 = fami = familiarity with law, and x10 = phys = physical ability.
a) Do the MANOVA F test.
b) Do the MANOVA partial F test for the reduced model that deletes
x2, x5, x6, x7, and x8.","Linear Algebra, Hypothesis Testing, Computational Statistics"
LR_DO_ch12_P7,Let 尾i be p 脳 1 and suppose,Probability distribution
LR_DO_ch12_P8,"This problem examines multivariate linear regression on the Cook and Weisberg (1999a) mussels data with Y1 = log(S) and Y2 = log(M) where S is the shell mass and M is the muscle mass. The predictors are X2 = L, X3 = log(W), and X4 = H: the shell length, log(width), and height.
a) The R command for this part makes the response and residual plots for each of the two response variables. Click the rightmost mouse button and highlight Stop to advance the plot. When you have the response and residual plots for one variable on the screen, copy and paste the two plots into Word. Do this two times, once for each response variable. The plotted points fall in roughly evenly populated bands about the identity or r = 0 line.
b) Copy and paste the output produced from the R command for this part from $partial on. This gives the output needed to do the MANOVA F test, MANOVA partial F test, and the Fj tests.
c) The R command for this plot makes a DD plot of the residuals and adds the lines corresponding to the three prediction regions of Section 12.3. The robust cutoff is larger than the semiparametric cutoff. Place the plot in Word. Do the residuals appear to follow a multivariate normal distribution?
d) Do the MANOVA partial F test where the reduced model deletes X3 and X4.
e) Do the F2 test.
f) Do the MANOVA F test.

","Diagnostic,Computational Statistics"
LR_DO_ch12_P9,"This problem examines multivariate linear regression on the SAS Institute (1985, p. 146) Fitness Club Data data with Y1 = chinups, Y2 = situps, and Y3 = jumps. The predictors are X2 = weight, X3 = waist, and X4 = pulse.
a) The R command for this part makes the response and residual plots for each of the three variables. Click the rightmost mouse button and highlight Stop to advance the plot. When you have the response and residual plots for one variable on the screen, copy and paste the two plots into Word. Do this three times, once for each response variable. Are there any outliers?
b) The R command for this part makes a DD plot of the residuals and adds the lines corresponding to the three prediction regions of Section 12.3. The robust cutoff is larger than the semiparametric cutoff. Place the plot in Word. Are there any outliers? (Right click Stop once.)

"," Hypothesis Testing, Computational Statistics"
LR_DO_ch12_P10,"This problem uses the lregpack function mregsim to simulate the Wilks鈥?螞 test, Pillai鈥檚 trace test, Hotelling Lawley trace test, and Roy鈥檚 largest root test for the Fj tests and the MANOVA F test for multivariate linear regression. When mnull = T the first row of B is 1T while the remaining rows are equal to 0. Hence the null hypothesis for the MANOVA F test is true. When mnull = F the null hypothesis is true for p = 2, but false for p>2.NowthefirstrowofBis1T andthelastrowofBis0.Ifp>2, then the second to last row of B is (1, 0, ..., 0), the third to last row is (1, 1, 0, ..., 0) et cetera as long as the first row is not changed from 1T. First m iid errors zi are generated such that the m errors are iid with variance 蟽2. Then 蔚i = Azi so that 危藛 蔚 = 蟽2AAT = (蟽ij ) where the diagonal entries 蟽ii = 蟽2[1 + (m 鈭?1)蠄2] and the off diagonal entries 蟽ij = 蟽2[2蠄 + (m 鈭?2)蠄2] where 蠄 = 0.10. Terms like Wilkcov give the percentage of times the Wilks鈥?test rejected the F1, F2, . . . , Fp tests. The $mancv wcv pcv hlcv rcv fcv output gives the percentage of times the 4 test statistics reject the MANOVA F test. Here hlcov and fcov both correspond to the Hotelling Lawley test using the formulas in Problem 12.3.
5000 runs will be used so the simulation may take several minutes. Sample sizes n = (m+p)2,n = 3(m+p)2, and n = 4(m+p)2 were interesting. We want coverage near 0.05 when H0 is true and coverage close to 1 for good power when H0 is false. Multivariate normal errors were used in a) and b) below.
a) Copy the coverage parts of the output produced by the R commands forthispartwheren=20,m=2,andp=4.HereH0 istrueexceptfor the F1 test. Wilks鈥?and Pillai鈥檚 tests had low coverage < 0.05 when H0 was false. Roy鈥檚 test was good for the Fj tests, but why was Roy鈥檚 test bad for the MANOVA F test?
b) Copy the coverage parts of the output produced by the R commands forthispartwheren=20,m=2,andp=4.HereH0 isfalseexceptforthe F4 test. Which two tests seem to be the best for this part?","Linear Algebra, Hypothesis Testing, Computational Statistics"
LR_DO_ch12_P11,"This problem uses the lregpack function mpredsim to simulate the prediction regions for yf given xf for multivariate regression. With 5000 runs this simulation may take several minutes. The R command for this problem generates iid lognormal errors then subtracts the mean, producing zi. Then the 蔚i = Azi are generated as in Problem 12.10 with n=100, m=2, and p=4. The nominal coverage of the prediction region is 90%, and 92% of the training data is covered. The ncvr output gives the coverage of the nonparametric region. What was ncvr?","Linear Algebra, Hypothesis Testing, Computational Statistics"
LR_DO_ch13_P1,"Consider trying to estimate the proportion of males from a popu- lation of males and females by measuring the circumference of the head. Use the above logistic regression output to answer the following problems.
a) Predict 蟻藛(x) if x = 550.0. b) Find a 95% CI for 尾.
c) Perform the 4 step Wald test for Ho : 尾 = 0.

","Prediction, Hypothesis Testing, Inference"
LR_DO_ch13_P2,"Now the data is as in Problem 13.1, but try to estimate the pro- portion of males by measuring the circumference and the length of the head. Use the above logistic regression output to answer the following problems.
a) Predict 蟻藛(x) if circumference = x1 = 550.0 and length = x2 = 200.0. b) Perform the 4 step Wald test for Ho : 尾1 = 0.
c) Perform the 4 step Wald test for Ho : 尾2 = 0.

",Logistic Regression
LR_DO_ch13_P3,"A museum has 60 skulls of apes and humans. Lengths of the lower jaw, upper jaw, and face are the explanatory variables. The response variable is ape (= 1 if ape, 0 if human). Using the output above, perform the four step deviance test for whether there is an LR relationship between the response variable and the predictors.","Prediction, Hypothesis Testing, Inference"
LR_DO_ch13_P4,"Suppose the full model is as in Problem 13.3, but the reduced model omits the predictor face length. Perform the 4 step change in deviance test to examine whether the reduced model can be used.
The following three problems use the possums data from Cook and Weis- berg (1999a).

","Prediction, Hypothesis Testing, Inference"
LR_DO_ch13_P5,"Use the above output to perform inference on the number of pos- sums in a given tract of land. The output is from a Poisson regression.
a) Predict 渭藛(x) if habitat = x1 = 5.8 and stags = x2 = 8.2. b) Perform the 4 step Wald test for Ho : 尾1 = 0.
c) Find a 95% confidence interval for 尾2.

","Prediction, Hypothesis Testing, Inference,Poisson distribution"
LR_DO_ch13_P6,"Perform the 4 step deviance test for the same model as in Prob-
lem 13.5 using the output above.

",Diagnostic
LR_DO_ch13_P7,Let the reduced model be as in Problem 13.5 and use the output for the full model be shown above. Perform a 4 step change in deviance test.,"Diagnostic, Hypothesis Testing"
LR_DO_ch13_P8,"The above table gives summary statistics for 4 models considered as final submodels after performing variable selection. (Several of the predic- tors were factors, and a factor was considered to have a bad Wald p-value > 0.05 if all of the dummy variables corresponding to the factor had p-values > 0.05. Similarly the factor was considered to have a borderline p-value with 0.01 鈮?p-value 鈮?0.05 if none of the dummy variables corresponding to the factor had a p-value < 0.01 but at least one dummy variable had a p-value between 0.01 and 0.05.) The response was binary and logistic regression was used. The response plot for the full model B1 was good. Model B2 was the minimum AIC model found. There were 1000 cases: for the response, 300 were 0s and 700 were 1s.a) For the change in deviance test, if the p-value 鈮?0.07, there is little evidence that Ho should be rejected. If 0.01 < p-value < 0.07, then there is moderate evidence that Ho should be rejected. If p-value 鈮?0.01, then there is strong evidence that Ho should be rejected. For which models, if any, is there strong evidence that 鈥淗o: reduced model is good鈥?should be rejected.
446 13 GLMs and GAMs b) For which plot is 鈥渃orr(B1:ETA鈥橴,Bi:ETA鈥橴)鈥?(using notation from
Arc: 畏T u instead of 尾T x) relevant?
c) Which model should be used as the final submodel? Explain briefly why
each of the other 3 submodels should not be used.
",Diagnostic
LR_DO_ch13_P9,"Activate the banknote.lsp dataset with the menu commands
鈥淔ile > Load > Data > banknote.lsp.鈥?Scroll up the screen to read the data description. Twice you will fit logistic regression models and include the coefficients in Word. Print out this output when you are done and include the output with your homework.
From Graph&Fit select Fit binomial response. Select Top as the predictor, Status as the response, and ones as the number of trials.
a) Include the output in Word.
b) Predict 蟻藛(x) if x = 10.7.
c) Find a 95% CI for 尾.
d) Perform the 4 step Wald test for Ho : 尾 = 0.
e) From Graph&Fit select Fit binomial response. Select Top and Diagonal as predictors, Status as the response, and ones as the number of trials. Include the output in Word.
f) Predict 蟻藛(x) if x1 = Top = 10.7 and x2 = Diagonal = 140.5. g) Find a 95% CI for 尾1.
h) Find a 95% CI for 尾2.
i) Perform the 4 step Wald test for Ho : 尾1 = 0.
j) Perform the 4 step Wald test for Ho : 尾2 = 0.","Hypothesis Testing, Inference, Prediction, Computational Statistics"
LR_DO_ch13_P10,"Activate banknote.lsp in Arc. with the menu commands
鈥淔ile > Load > Data > banknote.lsp.鈥?Scroll up the screen to read the data description. From Graph&Fit select Fit binomial response. Select Top and Diagonal as predictors, Status as the response, and ones as the number of trials.
a) Include the output in Word.
13.10 Problems 447
b) From Graph&Fit select Fit linear LS. Select Diagonal and Top for pre- dictors, and Status for the response. From Graph&Fit select Plot of and select L2:Fit-Values for H, B1:Eta鈥橴 for V, and Status for Mark by. Include the plot
in Word. Is the plot linear? How are 伪藛OLS +尾藛TOLSx and 伪藛logistic +尾藛Tlogisticx related (approximately)?

","Multiple Linear Regression,Computational Statistics, "
LR_DO_ch13_P11,"Activate possums.lsp in Arc with the menu commands
鈥淔ile > Load > Data > possums.lsp.鈥?Scroll up the screen to read the data description.
a) From Graph&Fit select Fit Poisson response. Select y as the response and select acacia, bark, habitat, shrubs, stags, and stumps as the predictors. Include the output in Word. This is your full model.
b) Response plot: From Graph&Fit select Plot of. Select P1:Eta鈥橴 for the H box and y for the V box. From the OLS popup menu select Poisson and move the slider bar to 1. Move the lowess slider bar until the lowess curve tracks the exponential curve well. Include the response plot in Word.
c) From Graph&Fit select Fit Poisson response. Select y as the response and select bark, habitat, stags, and stumps as the predictors. Include the output in Word.
d) Response plot: From Graph&Fit select Plot of. Select P2:Eta鈥橴 for the H box and y for the V box. From the OLS popup menu select Poisson and move the slider bar to 1. Move the lowess slider bar until the lowess curve tracks the exponential curve well. Include the response plot in Word.
e) Deviance test. From the P2 menu, select Examine submodels and click on OK. Include the output in Word and perform the 4 step deviance test.
f) Perform the 4 step change of deviance test.
g) EE plot. From Graph&Fit select Plot of. Select P2:Eta鈥橴 for the H box and P1:Eta鈥橴 for the V box. Move the OLS slider bar to 1. Click on the Options popup menu and type 鈥測=x鈥? Include the plot in Word. Is the plot linear?","Logistic Regression,Computational Statistics"
LR_DO_ch13_P12,"In this problem you will find a good submodel for the possums data.
Activate possums.lsp in Arc with the menu commands
鈥淔ile > Load > Data > possums.lsp.鈥?Scroll up the screen to read the data description.
From Graph&Fit select Fit Poisson response. Select y as the response and select Acacia, bark, habitat, shrubs, stags, and stumps as the predictors.
In Problem 13.11, you showed that this was a good full model.a) Using what you have learned in class find a good submodel and include
the relevant output in Word.
(Hints: Use forward selection and backward elimination and find the model Imin with the smallest AIC. Let 螖(I) = AIC(I)鈭扐IC(Imin). Then find the model II with the fewest number of predictors such that 螖(II) 鈮?2. Then submodel II is the initial submodel to examine. Fit model II and look at the Wald test p鈥搗alues. Try to eliminate predictors with large p鈥搗alues but make sure that the deviance does not increase too much. Also examine submodels I with fewer predictors than II with 螖(I) 鈮?7. You may have several models, say P2, P3, P4, and P5 to look at. Make a scatterplot matrix of the Pi:ETA鈥橴 from these models and from the full model P1. Make the EE and response plots for each model. The correlation in the EE plot should be at least 0.9 and preferably greater than 0.95. As a very rough guide for Poisson regression, the number of predictors in the full model should be less than n/5 and the number of predictors in the final submodel should be less than n/10.)
b) Make a response plot for your final submodel, say P2. From Graph&Fit select Plot of. Select P2:Eta鈥橴 for the H box and y for the V box. From the OLS popup menu select Poisson and move the slider bar to 1. Move the lowess slider bar until the lowess curve tracks the exponential curve well. Include the response plot in Word.
c) Suppose that P1 contains your full model and P2 contains your final submodel. Make an EE plot for your final submodel: from Graph&Fit select Plot of. Select P1:Eta鈥橴 for the V box and P2:Eta鈥橴, for the H box. After the plot appears, click on the options popup menu. A window will appear. Type y = x and click on OK. This action adds the identity line to the plot. Also move the OLS slider bar to 1. Include the plot in Word.
d) Using a), b), c), and any additional output that you desire (e.g., AIC(full), AIC(Imin), AIC(II), and AIC(final submodel), explain why your final submodel is good.
Warning: The following 5 problems use data from the book鈥檚 webpage. Save the data files on a flash drive. Get in Arc and use the menu commands 鈥淔ile > Load鈥?and a window with a Look in box will appear. Click on the black triangle and then on Removable Disk (G:). Then click twice on the data set name.
","Diagnostic,Computational Statistics,Logistic Regression"
LR_DO_ch13_P13,"(Response Plot): Activate cbrain.lsp in Arc with the menu com- mands 鈥淔ile > Load > Removable Disk (G:) > cbrain.lsp.鈥?Scroll up the screen to read the data description. From Graph&Fit select Fit binomial response. Select brnweight, cephalic, breadth, cause, size, and headht as pre- dictors, sex as the response, and ones as the number of trials. Perform the logistic regression and from Graph&Fit select Plot of. Place sex on V and B1:Eta鈥橴 on H. From the OLS popup menu, select Logistic and move the
13.10 Problems 449
slider bar to 1. From the lowess popup menu select SliceSmooth and move the slider bar until the fit is good. Include your plot in Word. Are the slice means (observed proportions) tracking the logistic curve (fitted proportions) very well? Use lowess if SliceSmooth does not work.
","Diagnostic,Computational Statistics"
LR_DO_ch13_P14,"Suppose that you are given a data set, told the response, and asked to build a logistic regression model with no further help. In this prob- lem, we use the cbrain data to illustrate the process.
a) Activate cbrain.lsp in Arc with the menu commands
鈥淔ile > Load > Removable Disk (G:) > cbrain.lsp.鈥?Scroll up the screen to read the data description. From Graph&Fit select Scatterplot-matrix of. Place sex in the Mark by box. Then select age, breadth, cause, cephalic, circum, headht, height, length, size, and sex. Include the scatterplot matrix in Word.
b) Use the menu commands 鈥渃brain>Make factors鈥?and select cause. This makes cause into a factor with 2 degrees of freedom. Use the menu commands 鈥渃brain>Transform鈥?and select age and the log transformation.
Why was the log transformation chosen?
c) From Graph&Fit select Plot of and select size in H. Also place sex in the Mark by box. A plot will come up. From the GaussKerDen menu (the triangle to the left) select Fit by marks, move the sliderbar to 0.9, and include the plot in Word.
d) Use the menu commands 鈥渃brain>Transform鈥?and select size and the log transformation. From Graph&Fit select Fit binomial response. Select age, log(age), breadth, {F}cause, cephalic, circum, headht, height, length, size, and log(size) as predictors, sex as the response, and ones as the number of trials. This is the full model B1. Perform the logistic regression and include the relevant output for testing in Word.
e) From Graph&Fit select Plot of. Place sex on V and B1:Eta鈥橴 on H. From the OLS popup menu, select Logistic and move the slider bar to 1. From the lowess popup menu select SliceSmooth and move the slider bar until the fit is good. Include your plot in Word. Are the slice means (observed proportions) tracking the logistic curve (fitted proportions) fairly well? (Use lowess if SliceSmooth does not work.)
f) From B1 select Examine submodels and select Add to base model (For- ward Selection). Include the output with the header 鈥淏ase terms: ...鈥?and from 鈥淎dd: length 259鈥?to 鈥淎dd: {F}cause 258鈥?in Word.
g) From B1 select Examine submodels and select Delete from full model (Backward Elimination). Include the output with df corresponding to the minimum AIC model in Word. What predictors does this model use?
450 13 GLMs and GAMs
h) As a final submodel B2, use the model from f): from Graph&Fit select Fit binomial response. Select age, log(age), circum, height, length, size, and log(size) as predictors, sex as the response, and ones as the number of trials. Perform the logistic regression and include the relevant output for testing in Word.
i) Put the EE plot H B2:Eta鈥橴 versus V B1:Eta鈥橴 in Word. Is the plot linear?
j) From Graph&Fit select Plot of. Place sex on V and B2:Eta鈥橴 on H. From the OLS popup menu, select Logistic and move the slider bar to 1. From the lowess popup menu select SliceSmooth and move the slider bar until the fit is good. Include your plot in Word. Are the slice means (observed proportions) tracking the logistic curve (fitted proportions) fairly well? (Use lowess if SliceSmooth does not work.)
k) Perform the 4 step change in deviance test using the full model in d) and the reduced submodel in h).
Now act as if the final submodel is the full model.
l) From B2 select Examine submodels, click OK, and include the output in
Word. Then use the output to perform a 4 step deviance test on the submodel.
m) From Graph&Fit select Inverse regression. Select age, log(age), circum, height, length, size, and log(size) as predictors, and sex as the response. From Graph&Fit select Plot of. Place I3:SIR.p1 on the H axis and B2:Eta鈥橴 on the V axis. Include the plot in Word. Is the plot linear?","Diagnostic,Computational Statistics,Multiple Linear Regression"
LR_DO_ch13_P15,"In this problem you will find a good submodel for the ICU data obtained from STATLIB or the text鈥檚 website. This data set will violate some of the rules of thumb: the model II does not have enough predictors to make a good EE plot. See Example 13.13.
a) Activate ICU.lsp in Arc with the menu commands
鈥淔ile > Load >.鈥?Then use the upper box to navigate to where ICU.lsp is stored, for example Removable Disk (G:). Scroll up the screen to read the data description.
b) Use the menu commands 鈥淚CU>Make factors鈥?and select loc and race.
c) From Graph&Fit select Fit binomial response. Select STA as the re- sponse and ones as the number of trials. The full model will use every predic- tor except ID, LOC, and RACE (the latter 2 are replaced by their factors): select AGE, Bic, CAN, CPR, CRE, CRN, FRA, HRA, INF, {F}LOC , PCO, PH, PO2 , PRE , {F}RACE , SER, SEX, SYS, and TYP as predictors.
13.10 Problems 451 Perform the logistic regression and include the relevant output for testing in
Word.
d) Make the response plot for the full model: from Graph&Fit select Plot of. Place STA on V and B1:Eta鈥橴 on H. From the OLS popup menu, select Logistic and move the slider bar to 1. From the lowess popup menu select SliceSmooth and move the slider bar until the fit is good. Use lowess if Slice- Smooth does not work. Include your plot in Word. Is the full model good?
e) Using what you have learned in class, find a good submodel and include the relevant output in Word.
[Hints: Use forward selection and backward elimination and find the model with the minimum AIC. Let 螖(I) = AIC(I) 鈭?AIC(Imin). Then find the model II with the fewest number of predictors such that 螖(II) 鈮?2. Then submodel II is the initial submodel to examine. Fit model II and look at the Wald test p鈥搗alues. Try to eliminate predictors with large p鈥搗alues but make sure that the deviance does not increase too much. Also examine submodels I with fewer predictors than II with 螖(I) 鈮?7. WARNING: do not delete part of a factor. Either keep all 2 factor dummy variables or delete all I-1=2 factor dummy variables. You may have several models, say B2, B3, B4, and B5 to look at. Make the EE and response plots for each model. WARNING: if a useful factor is in the full model but not the reduced model, then the EE plot may have I = 3 lines if the factor should be in the model. See part h) below.]
f) Make a response plot for your final submodel.
g) Suppose that B1 contains your full model and B5 contains your final submodel. Make an EE plot for your final submodel: from Graph&Fit select Plot of. Select B1:Eta鈥橴 for the V box and B5:Eta鈥橴, for the H box. After the plot appears, click on the options popup menu. A window will appear. Type y = x and click on OK. This action adds the identity line to the plot. Include the plot in Word.
If the EE plot is good, then the plotted points will cluster about the identity line. For model II, some points are far away from the identity line. At least one variable needs to be added to model II to get a good submodel and EE plot, violating the rule of thumb that submodels with more predictors than II should not be examined. Variable selection may be suggesting poor submodels because of clusters of cases that are given exact probabilities of 0 or 1. Try adding {F}RACE to the predictors in II .
h) Using e), f), g), and any additional output that you desire [e.g. AIC(full), AIC(Imin), AIC(II), and AIC(final submodel)], explain why your final submodel is good.","Diagnostic,Computational Statistics"
